User_id,food_id,country_id,calories,protein_g,fat_g,carbs_g,goal_id,time_id,suitability_score,,
4,323,7,145,7,2,24,2,2,0,,
4,402,7,105,23,0.5,0,2,2,1,,
4,300,7,160,6,7,20,2,2,0,,
4,416,7,220,3,14,22,2,2,0,,
4,104,7,115,5,1,22,2,2,0,,
4,94,7,160,20,8,1,2,2,1,,
4,70,7,90,7,6,2,2,2,0,,
4,118,7,122,11,5,10,2,2,0,,
4,324,7,190,21,9,6,2,2,1,,
4,34,7,130,22,4,1,2,2,1,,
4,92,7,175,20,7,8,2,3,1,,
4,26,7,195,12,10,18,2,3,0,,
4,407,7,285,22,18,10,2,3,1,,
4,51,7,45,3,2,4,2,3,0,,
4,29,7,140,18,6,2,2,3,0,,
4,245,7,160,20,7,5,2,3,1,,
4,370,7,100,18,2,2,2,3,0,,
4,102,7,30,4,0.5,2,2,3,0,,
4,266,7,90,7,3,8,2,3,0,,
4,202,7,150,9,7,14,2,3,0,,
5,264,10,120,5,4,18,2,1,0,,
5,48,10,155,13,11,1,2,1,0,,
5,427,10,260,6,12,35,2,1,0,,
5,121,10,52,11,0.2,0.7,2,1,0,,
5,435,10,70,4,2,10,2,1,0,,
5,68,10,140,6,5,18,2,1,0,,
5,142,10,80,1,0.5,18,2,1,0,,
5,255,10,160,9,4,22,2,1,0,,
5,218,10,45,3,2,4,2,1,0,,
5,248,10,600,20,50,20,2,1,1,,
5,82,10,150,19,7,2,2,2,1,,
5,112,10,105,7,3,13,2,2,0,,
5,249,10,85,3,5,10,2,2,0,,
5,93,10,140,26,3,0,2,2,1,,
5,170,10,110,20,3,0,2,2,1,,
5,226,10,75,5,1,12,2,2,0,,
5,59,10,110,3,1,23,2,2,0,,
5,69,10,210,22,12,2,2,2,1,,
5,277,10,150,9,11,4,2,2,0,,
5,395,10,60,2,3,7,2,2,0,,
5,259,10,180,20,10,2,2,3,1,,
5,23,10,150,19,7,0,2,3,1,,
5,80,10,130,12,5,12,2,3,0,,
5,267,10,90,2,6,8,2,3,0,,
5,357,10,120,22,2,4,2,3,1,,
5,239,10,160,10,10,8,2,3,0,,
5,31,10,200,25,11,0,2,3,1,,
5,305,10,120,8,1,20,2,3,0,,
5,296,10,50,1,2,8,2,3,0,,
5,428,10,260,9,1,55,2,3,0,,
6,310,6,150,9,10,8,1,1,1,,
6,139,6,50,1,0.3,12,1,1,1,,
6,424,6,380,8,12,60,1,1,0,,
6,158,6,130,11,8,6,1,1,1,,
6,47,6,140,11,10,1,1,1,1,,
6,133,6,250,7,9,36,1,1,0,,
6,60,6,180,4,6,28,1,1,0,,
6,16,6,60,1,0.2,15,1,1,1,,
6,289,6,340,6,17,40,1,1,0,,
6,124,6,30,2,1,3,1,1,1,,
6,65,6,170,9,14,3,1,2,0,,
6,244,6,60,3,1,10,1,2,1,,
6,256,6,140,4,5,21,1,2,1,,
6,283,6,150,7,3,24,1,2,1,,
6,166,6,100,18,2,2,1,2,1,,
6,400,6,160,15,8,10,1,2,0,,
6,426,6,220,10,8,28,1,2,0,,
6,223,6,180,12,2,30,1,2,0,,
6,333,6,160,14,4,18,1,2,0,,
6,317,6,75,2,5,7,1,2,1,,
6,165,6,120,23,3,0,1,3,1,,
6,274,6,180,22,10,3,1,3,0,,
6,85,6,175,21,9,4,1,3,0,,
6,410,6,200,24,10,5,1,3,0,,
6,20,6,130,22,4,0,1,3,1,,
6,58,6,150,25,4,2,1,3,1,,
6,378,6,110,6,5,12,1,3,1,,
6,398,6,105,22,1,2,1,3,1,,
6,33,6,210,26,12,0,1,3,0,,
6,414,6,160,8,7,18,1,3,0,,
7,278,12,180,5,8,24,3,1,0,,
7,351,12,160,6,10,12,3,1,0,,
7,140,12,45,1,0.1,10,3,1,0,,
7,234,12,210,12,15,8,3,1,1,,
7,46,12,200,18,14,1,3,1,1,,
7,157,12,120,8,4,14,3,1,0,,
7,431,12,260,8,10,34,3,1,0,,
7,179,12,60,1,0.2,15,3,1,0,,
7,123,12,360,6,18,45,3,1,0,,
7,101,12,340,4,20,38,3,1,0,,
7,332,12,165,10,5,22,3,2,0,,
7,149,12,50,1,3,5,3,2,0,,
7,172,12,110,22,2,0,3,2,1,,
7,230,12,120,8,4,15,3,2,0,,
7,201,12,310,32,20,0,3,2,0,,
7,321,12,180,5,12,14,3,2,0,,
7,189,12,100,18,2,2,3,2,1,,
7,95,12,140,7,6,15,3,2,0,,
7,326,12,95,3,6,9,3,2,0,,
7,288,12,85,2,5,9,3,2,0,,
7,147,12,140,20,7,2,3,3,1,,
7,315,12,165,31,4,0,3,3,0,,
7,20,12,130,22,4,0,3,3,1,,
7,181,12,170,26,7,0,3,3,0,,
7,350,12,210,18,12,8,3,3,1,,
7,376,12,110,5,8,6,3,3,0,,
7,163,12,25,2,0.1,4,3,3,0,,
7,14,12,105,22,1,2,3,3,1,,
7,36,12,220,28,12,0,3,3,0,,
7,334,12,150,20,6,4,3,3,1,,
8,155,4,115,9,4,12,2,1,0,,
8,349,4,240,7,15,20,2,1,0,,
8,42,4,180,10,15,2,2,1,0,,
8,429,4,310,10,3,62,2,1,0,,
8,130,4,190,13,15,1,2,1,0,,
8,138,4,74,1,0.3,19,2,1,0,,
8,385,4,280,9,18,22,2,1,0,,
8,109,4,25,1,0.2,5,2,1,0,,
8,18,4,130,4,3,22,2,1,0,,
8,152,4,42,0.8,0.1,11,2,1,0,,
8,153,4,110,4,9,5,2,2,0,,
8,90,4,160,24,6,1,2,2,1,,
8,253,4,180,10,11,12,2,2,0,,
8,228,4,105,8,3,14,2,2,0,,
8,178,4,160,30,2,0,2,2,1,,
8,375,4,140,4,8,15,2,2,0,,
8,13,4,110,22,2,0,2,2,1,,
8,97,4,130,7,4,18,2,2,0,,
8,318,4,75,2,5,7,2,2,0,,
8,341,4,140,18,6,4,2,2,0,,
8,214,4,260,25,18,0,2,3,1,,
8,20,4,130,22,4,0,2,3,1,,
8,79,4,190,22,10,3,2,3,1,,
8,377,4,110,6,4,14,2,3,0,,
8,32,4,180,20,10,4,2,3,1,,
8,186,4,200,25,11,0,2,3,1,,
8,150,4,125,7,4,16,2,3,0,,
8,314,4,160,24,7,2,2,3,1,,
8,188,4,95,18,2,1,2,3,0,,
8,411,4,85,2,5,9,2,3,0,,
9,278,12,180,5,8,24,3,1,0,,
9,351,12,160,6,10,12,3,1,0,,
9,140,12,45,1,0.1,10,3,1,0,,
9,234,12,210,12,15,8,3,1,1,,
9,46,12,200,18,14,1,3,1,1,,
9,157,12,120,8,4,14,3,1,0,,
9,431,12,260,8,10,34,3,1,0,,
9,179,12,60,1,0.2,15,3,1,0,,
9,123,12,360,6,18,45,3,1,0,,
9,101,12,340,4,20,38,3,1,0,,
9,332,12,165,10,5,22,3,2,0,,
9,149,12,50,1,3,5,3,2,0,,
9,172,12,110,22,2,0,3,2,1,,
9,230,12,120,8,4,15,3,2,0,,
9,201,12,310,32,20,0,3,2,0,,
9,321,12,180,5,12,14,3,2,0,,
9,189,12,100,18,2,2,3,2,1,,
9,95,12,140,7,6,15,3,2,0,,
9,326,12,95,3,6,9,3,2,0,,
9,288,12,85,2,5,9,3,2,0,,
9,147,12,140,20,7,2,3,3,1,,
9,315,12,165,31,4,0,3,3,0,,
9,20,12,130,22,4,0,3,3,1,,
9,181,12,170,26,7,0,3,3,0,,
9,350,12,210,18,12,8,3,3,1,,
9,376,12,110,5,8,6,3,3,0,,
9,163,12,25,2,0.1,4,3,3,0,,
9,14,12,105,22,1,2,3,3,1,,
9,36,12,220,28,12,0,3,3,0,,
9,334,12,150,20,6,4,3,3,1,,
10,176,7,230,21,15,0,2,1,1,,
10,246,7,35,3,1,4,2,1,0,,
10,260,7,210,18,11,14,2,1,0,,
10,386,7,150,10,10,4,2,1,0,,
10,52,7,130,3,0.3,28,2,1,0,,
10,364,7,80,8,4,2,2,1,0,,
10,287,7,20,1,0.1,4,2,1,0,,
10,162,7,1,0.1,0,0,2,1,0,,
10,273,7,170,5,1,35,2,1,0,,
10,116,7,35,6,0.5,5,2,1,0,,
10,323,7,145,7,2,24,2,2,0,,
10,402,7,105,23,0.5,0,2,2,1,,
10,300,7,160,6,7,20,2,2,0,,
10,416,7,220,3,14,22,2,2,0,,
10,104,7,115,5,1,22,2,2,0,,
10,94,7,160,20,8,1,2,2,1,,
10,70,7,90,7,6,2,2,2,0,,
10,118,7,122,11,5,10,2,2,0,,
10,324,7,190,21,9,6,2,2,1,,
10,34,7,130,22,4,1,2,2,1,,
10,92,7,175,20,7,8,2,3,1,,
10,26,7,195,12,10,18,2,3,0,,
10,407,7,285,22,18,10,2,3,1,,
10,51,7,45,3,2,4,2,3,0,,
10,29,7,140,18,6,2,2,3,0,,
10,245,7,160,20,7,5,2,3,1,,
10,370,7,100,18,2,2,2,3,0,,
10,102,7,30,4,0.5,2,2,3,0,,
10,266,7,90,7,3,8,2,3,0,,
10,202,7,150,9,7,14,2,3,0,,
11,278,12,180,5,8,24,2,1,0,,
11,351,12,160,6,10,12,2,1,0,,
11,140,12,45,1,0.1,10,2,1,0,,
11,234,12,210,12,15,8,2,1,0,,
11,46,12,200,18,14,1,2,1,0,,
11,157,12,120,8,4,14,2,1,0,,
11,431,12,260,8,10,34,2,1,0,,
11,179,12,60,1,0.2,15,2,1,0,,
11,123,12,360,6,18,45,2,1,0,,
11,101,12,340,4,20,38,2,1,0,,
11,332,12,165,10,5,22,2,2,0,,
11,149,12,50,1,3,5,2,2,0,,
11,172,12,110,22,2,0,2,2,1,,
11,230,12,120,8,4,15,2,2,0,,
11,201,12,310,32,20,0,2,2,1,,
11,321,12,180,5,12,14,2,2,0,,
11,189,12,100,18,2,2,2,2,0,,
11,95,12,140,7,6,15,2,2,0,,
11,326,12,95,3,6,9,2,2,0,,
11,288,12,85,2,5,9,2,2,0,,
11,147,12,140,20,7,2,2,3,1,,
11,315,12,165,31,4,0,2,3,1,,
11,20,12,130,22,4,0,2,3,1,,
11,181,12,170,26,7,0,2,3,1,,
11,350,12,210,18,12,8,2,3,0,,
11,376,12,110,5,8,6,2,3,0,,
11,163,12,25,2,0.1,4,2,3,0,,
11,14,12,105,22,1,2,2,3,1,,
11,36,12,220,28,12,0,2,3,1,,
11,334,12,150,20,6,4,2,3,1,,
12,240,14,120,7,9,4,2,1,0,,
12,342,14,270,9,5,50,2,1,0,,
12,421,14,260,18,20,2,2,1,0,,
12,272,14,80,1,8,3,2,1,0,,
12,194,14,350,2,25,30,2,1,0,,
12,379,14,330,14,30,2,2,1,0,,
12,43,14,145,12,10,1,2,1,0,,
12,384,14,400,10,25,38,2,1,0,,
12,2,14,250,5,22,10,2,1,0,,
12,110,14,20,1,0.1,4,2,1,0,,
12,115,14,180,20,10,4,2,2,1,,
12,229,14,75,5,1,12,2,2,0,,
12,212,14,190,9,8,22,2,2,0,,
12,62,14,120,4,1,25,2,2,0,,
12,64,14,50,4,2,4,2,2,0,,
12,206,14,220,24,13,2,2,2,1,,
12,415,14,240,8,9,32,2,2,0,,
12,374,14,110,2,8,10,2,2,0,,
12,337,14,40,1,2,5,2,2,0,,
12,89,14,155,24,6,0,2,2,1,,
12,216,14,230,25,14,0,2,3,1,,
12,19,14,130,23,4,0,2,3,1,,
12,28,14,200,11,9,20,2,3,0,,
12,200,14,240,18,16,10,2,3,0,,
12,269,14,120,12,7,4,2,3,0,,
12,55,14,300,10,18,26,2,3,0,,
12,209,14,140,10,10,4,2,3,0,,
12,184,14,200,25,11,0,2,3,1,,
12,420,14,125,8,3,17,2,3,0,,
12,373,14,135,9,7,10,2,3,0,,
13,196,9,165,8,11,12,1,1,0,,
13,98,9,190,6,10,22,1,1,0,,
13,293,9,230,9,14,20,1,1,0,,
13,251,9,200,10,7,25,1,1,0,,
13,145,9,55,1,0.5,13,1,1,1,,
13,331,9,140,10,11,2,1,1,1,,
13,306,9,120,7,3,16,1,1,1,,
13,241,9,43,0.5,0.1,11,1,1,1,,
13,262,9,90,6,6,4,1,1,1,,
13,265,9,110,4,2,18,1,1,1,,
13,383,9,200,14,9,16,1,2,0,,
13,77,9,185,12,10,14,1,2,0,,
13,294,9,105,9,3,11,1,2,1,,
13,83,9,220,16,12,13,1,2,0,,
13,131,9,95,15,2,5,1,2,1,,
13,187,9,160,14,6,14,1,2,0,,
13,38,9,90,6,1,16,1,2,1,,
13,191,9,120,2,10,8,1,2,1,,
13,125,9,140,20,6,5,1,2,1,,
13,169,9,150,4,6,25,1,2,1,,
13,292,9,240,22,16,0,1,3,0,,
13,72,9,270,12,16,22,1,3,0,,
13,99,9,170,8,11,10,1,3,0,,
13,66,9,210,26,12,0,1,3,0,,
13,399,9,110,6,6,9,1,3,1,,
13,17,9,120,24,3,0,1,3,1,,
13,25,9,200,22,12,2,1,3,0,,
13,190,9,70,2,4,8,1,3,1,,
13,405,9,180,15,8,14,1,3,0,,
13,225,9,100,7,2,15,1,3,1,,
14,176,7,230,21,15,0,3,1,1,,
14,246,7,35,3,1,4,3,1,0,,
14,260,7,210,18,11,14,3,1,1,,
14,386,7,150,10,10,4,3,1,0,,
14,52,7,130,3,0.3,28,3,1,0,,
14,364,7,80,8,4,2,3,1,0,,
14,287,7,20,1,0.1,4,3,1,0,,
14,162,7,1,0.1,0,0,3,1,0,,
14,273,7,170,5,1,35,3,1,0,,
14,116,7,35,6,0.5,5,3,1,0,,
14,323,7,145,7,2,24,3,2,0,,
14,402,7,105,23,0.5,0,3,2,1,,
14,300,7,160,6,7,20,3,2,0,,
14,416,7,220,3,14,22,3,2,0,,
14,104,7,115,5,1,22,3,2,0,,
14,94,7,160,20,8,1,3,2,1,,
14,70,7,90,7,6,2,3,2,0,,
14,118,7,122,11,5,10,3,2,1,,
14,324,7,190,21,9,6,3,2,1,,
14,34,7,130,22,4,1,3,2,1,,
14,92,7,175,20,7,8,3,3,1,,
14,26,7,195,12,10,18,3,3,1,,
14,407,7,285,22,18,10,3,3,1,,
14,51,7,45,3,2,4,3,3,0,,
14,29,7,140,18,6,2,3,3,1,,
14,245,7,160,20,7,5,3,3,1,,
14,370,7,100,18,2,2,3,3,1,,
14,102,7,30,4,0.5,2,3,3,0,,
14,266,7,90,7,3,8,3,3,0,,
14,202,7,150,9,7,14,3,3,0,,
15,264,10,120,5,4,18,2,1,0,,
15,48,10,155,13,11,1,2,1,0,,
15,427,10,260,6,12,35,2,1,0,,
15,121,10,52,11,0.2,0.7,2,1,0,,
15,435,10,70,4,2,10,2,1,0,,
15,68,10,140,6,5,18,2,1,0,,
15,142,10,80,1,0.5,18,2,1,0,,
15,255,10,160,9,4,22,2,1,0,,
15,218,10,45,3,2,4,2,1,0,,
15,248,10,600,20,50,20,2,1,1,,
15,82,10,150,19,7,2,2,2,1,,
15,112,10,105,7,3,13,2,2,0,,
15,249,10,85,3,5,10,2,2,0,,
15,93,10,140,26,3,0,2,2,1,,
15,170,10,110,20,3,0,2,2,1,,
15,226,10,75,5,1,12,2,2,0,,
15,59,10,110,3,1,23,2,2,0,,
15,69,10,210,22,12,2,2,2,1,,
15,277,10,150,9,11,4,2,2,0,,
15,395,10,60,2,3,7,2,2,0,,
15,259,10,180,20,10,2,2,3,1,,
15,23,10,150,19,7,0,2,3,1,,
15,80,10,130,12,5,12,2,3,0,,
15,267,10,90,2,6,8,2,3,0,,
15,357,10,120,22,2,4,2,3,1,,
15,239,10,160,10,10,8,2,3,0,,
15,31,10,200,25,11,0,2,3,1,,
15,305,10,120,8,1,20,2,3,0,,
15,296,10,50,1,2,8,2,3,0,,
15,428,10,260,9,1,55,2,3,0,,
16,155,4,115,9,4,12,2,1,0,,
16,349,4,240,7,15,20,2,1,0,,
16,42,4,180,10,15,2,2,1,0,,
16,429,4,310,10,3,62,2,1,0,,
16,130,4,190,13,15,1,2,1,0,,
16,138,4,74,1,0.3,19,2,1,0,,
16,385,4,280,9,18,22,2,1,0,,
16,109,4,25,1,0.2,5,2,1,0,,
16,18,4,130,4,3,22,2,1,0,,
16,152,4,42,0.8,0.1,11,2,1,0,,
16,153,4,110,4,9,5,2,2,0,,
16,90,4,160,24,6,1,2,2,1,,
16,253,4,180,10,11,12,2,2,0,,
16,228,4,105,8,3,14,2,2,0,,
16,178,4,160,30,2,0,2,2,1,,
16,375,4,140,4,8,15,2,2,0,,
16,13,4,110,22,2,0,2,2,1,,
16,97,4,130,7,4,18,2,2,0,,
16,318,4,75,2,5,7,2,2,0,,
16,341,4,140,18,6,4,2,2,0,,
16,214,4,260,25,18,0,2,3,1,,
16,20,4,130,22,4,0,2,3,1,,
16,79,4,190,22,10,3,2,3,1,,
16,377,4,110,6,4,14,2,3,0,,
16,32,4,180,20,10,4,2,3,1,,
16,186,4,200,25,11,0,2,3,1,,
16,150,4,125,7,4,16,2,3,0,,
16,314,4,160,24,7,2,2,3,1,,
16,188,4,95,18,2,1,2,3,0,,
16,411,4,85,2,5,9,2,3,0,,
17,335,11,115,8,8,4,3,1,0,,
17,134,11,110,7,2,18,3,1,0,,
17,380,11,280,2,0.4,75,3,1,0,,
17,210,11,120,10,7,5,3,1,0,,
17,430,11,240,8,2,48,3,1,0,,
17,49,11,110,8,1,19,3,1,0,,
17,7,11,45,1,2,6,3,1,0,,
17,122,11,95,7,6,3,3,1,0,,
17,173,11,320,21,24,2,3,1,1,,
17,271,11,250,7,9,35,3,1,0,,
17,81,11,170,12,6,20,3,2,1,,
17,215,11,210,17,12,15,3,2,1,,
17,171,11,160,19,6,10,3,2,1,,
17,203,11,130,7,4,18,3,2,0,,
17,168,11,150,24,5,0,3,2,1,,
17,224,11,115,8,3,15,3,2,0,,
17,362,11,100,21,1,1,3,2,1,,
17,197,11,160,8,10,14,3,2,0,,
17,317,11,70,1,4,8,3,2,0,,
17,268,11,85,3,4,10,3,2,0,,
17,174,11,240,25,16,0,3,3,0,,
17,88,11,180,20,9,2,3,3,1,,
17,413,11,110,5,2,18,3,3,0,,
17,20,11,130,20,5,0,3,3,1,,
17,207,11,90,5,3,12,3,3,0,,
17,6,11,70,5,1,11,3,3,0,,
17,257,11,180,8,10,15,3,3,0,,
17,178,11,160,30,2,0,3,3,0,,
17,371,11,110,6,4,13,3,3,0,,
17,258,11,220,24,13,1,3,3,1,,
18,196,9,165,8,11,12,2,1,0,,
18,98,9,190,6,10,22,2,1,0,,
18,293,9,230,9,14,20,2,1,0,,
18,251,9,200,10,7,25,2,1,0,,
18,145,9,55,1,0.5,13,2,1,0,,
18,331,9,140,10,11,2,2,1,0,,
18,306,9,120,7,3,16,2,1,0,,
18,241,9,43,0.5,0.1,11,2,1,0,,
18,262,9,90,6,6,4,2,1,0,,
18,265,9,110,4,2,18,2,1,0,,
18,383,9,200,14,9,16,2,2,0,,
18,77,9,185,12,10,14,2,2,0,,
18,294,9,105,9,3,11,2,2,0,,
18,83,9,220,16,12,13,2,2,0,,
18,131,9,95,15,2,5,2,2,0,,
18,187,9,160,14,6,14,2,2,0,,
18,38,9,90,6,1,16,2,2,0,,
18,191,9,120,2,10,8,2,2,0,,
18,125,9,140,20,6,5,2,2,1,,
18,169,9,150,4,6,25,2,2,0,,
18,292,9,240,22,16,0,2,3,1,,
18,72,9,270,12,16,22,2,3,0,,
18,99,9,170,8,11,10,2,3,0,,
18,66,9,210,26,12,0,2,3,1,,
18,399,9,110,6,6,9,2,3,0,,
18,17,9,120,24,3,0,2,3,1,,
18,25,9,200,22,12,2,2,3,1,,
18,190,9,70,2,4,8,2,3,0,,
18,405,9,180,15,8,14,2,3,0,,
18,225,9,100,7,2,15,2,3,0,,
19,156,15,59,10,0.4,3.6,3,1,0,,
19,365,15,70,3,1.5,12,3,1,0,,
19,329,15,52,11,0.2,0.7,3,1,1,,
19,423,15,250,12,4,42,3,1,1,,
19,39,15,57,0.7,0.3,14,3,1,0,,
19,403,15,230,20,15,1,3,1,1,,
19,106,15,98,11,4,3,3,1,1,,
19,8,15,160,4,12,12,3,1,0,,
19,284,15,110,3,8,10,3,1,0,,
19,161,15,50,2,0.5,10,3,1,0,,
19,167,15,165,31,3.6,0,3,2,0,,
19,401,15,120,20,4,0,3,2,1,,
19,404,15,190,15,6,20,3,2,1,,
19,298,15,140,5,3,22,3,2,0,,
19,185,15,200,22,12,0,3,2,1,,
19,352,15,23,3,0.4,3.6,3,2,0,,
19,226,15,116,9,0.4,20,3,2,0,,
19,311,15,150,25,5,0,3,2,0,,
19,355,15,35,3,0.4,7,3,2,0,,
19,96,15,160,8,6,18,3,2,0,,
19,12,15,105,23,0.9,0,3,3,1,,
19,320,15,140,29,2,0,3,3,0,,
19,343,15,240,27,14,0,3,3,0,,
19,163,15,20,2,0.1,4,3,3,0,,
19,22,15,86,1.6,0.1,20,3,3,0,,
19,348,15,31,0.6,0.6,7,3,3,0,,
19,418,15,150,30,3,0,3,3,0,,
19,50,15,99,24,0.3,0,3,3,1,,
19,84,15,40,3,1,5,3,3,0,,
19,396,15,100,10,5,4,3,3,0,,
20,363,2,160,9,6,18,1,1,0,,
20,307,2,50,1,0.2,11,1,1,1,,
20,291,2,230,10,8,30,1,1,0,,
20,328,2,280,5,14,34,1,1,0,,
20,346,2,35,3,2,2,1,1,1,,
20,390,2,155,13,11,1,1,1,0,,
20,432,2,80,5,3,9,1,1,1,,
20,360,2,140,3,0.5,31,1,1,1,,
20,242,2,60,2,1,12,1,1,1,,
20,303,2,250,6,4,48,1,1,0,,
20,208,2,180,16,11,7,1,2,0,,
20,236,2,115,9,7,4,1,2,1,,
20,35,2,130,14,6,6,1,2,1,,
20,361,2,110,21,3,0,1,2,1,,
20,61,2,80,4,3,10,1,2,1,,
20,74,2,200,18,12,8,1,2,0,,
20,195,2,65,4,3,7,1,2,1,,
20,340,2,170,7,5,24,1,2,0,,
20,369,2,45,3,2,4,1,2,1,,
20,76,2,190,12,8,18,1,2,0,,
20,285,2,220,25,13,0,1,3,0,,
20,406,2,240,20,17,3,1,3,0,,
20,381,2,150,18,8,2,1,3,1,,
20,4,2,210,12,11,16,1,3,0,,
20,37,2,90,6,6,4,1,3,1,,
20,222,2,180,21,8,7,1,3,0,,
20,53,2,35,2,2,3,1,3,1,,
20,233,2,100,2,7,8,1,3,1,,
20,57,2,160,10,6,16,1,3,0,,
20,120,2,40,2,3,2,1,3,1,,
21,240,14,120,7,9,4,1,1,1,,
21,342,14,270,9,5,50,1,1,0,,
21,421,14,260,18,20,2,1,1,0,,
21,272,14,80,1,8,3,1,1,1,,
21,194,14,350,2,25,30,1,1,0,,
21,379,14,330,14,30,2,1,1,0,,
21,43,14,145,12,10,1,1,1,1,,
21,384,14,400,10,25,38,1,1,0,,
21,2,14,250,5,22,10,1,1,0,,
21,110,14,20,1,0.1,4,1,1,1,,
21,115,14,180,20,10,4,1,2,0,,
21,229,14,75,5,1,12,1,2,1,,
21,212,14,190,9,8,22,1,2,0,,
21,62,14,120,4,1,25,1,2,1,,
21,64,14,50,4,2,4,1,2,1,,
21,206,14,220,24,13,2,1,2,0,,
21,415,14,240,8,9,32,1,2,0,,
21,374,14,110,2,8,10,1,2,1,,
21,337,14,40,1,2,5,1,2,1,,
21,89,14,155,24,6,0,1,2,0,,
21,216,14,230,25,14,0,1,3,0,,
21,19,14,130,23,4,0,1,3,1,,
21,28,14,200,11,9,20,1,3,0,,
21,200,14,240,18,16,10,1,3,0,,
